PetID,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll,Prev1Claim,Prev2Claim,ClaimRSum,ClaimPerMonth,MonthAfterEnroll,ClaimDate,PreClaimMonthDiff,PrePreClaimMonthDiff,RollingSum,DiffInClaim
2409,11/1/2012,3/25/2017,Cat,Mixed Breed,8 weeks to 12 months old,207.44,366.37,6746.8,1596.37,52,3/1/2017,14,38,5150.43,-158.93
2412,5/1/2014,10/1/2015,Dog,Golden Retriever,8 weeks to 12 months old,NULL,NULL,563.01,563.01,3,8/1/2014,NULL,NULL,NULL,0
2412,5/1/2014,10/1/2015,Dog,Golden Retriever,8 weeks to 12 months old,563.01,NULL,941.45,378.44,5,10/1/2014,2,NULL,563.01,563.01
2413,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,NULL,NULL,335.18,335.18,1,7/1/2017,NULL,NULL,NULL,0
2413,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,335.18,NULL,435.5,100.32,10,4/1/2018,9,NULL,335.18,335.18
2413,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,100.32,335.18,435.5,0,25,7/1/2019,15,24,435.5,-234.86
2414,5/1/2017,11/5/2019,Dog,Golden Retriever,6 years old,NULL,NULL,819.28,819.28,22,3/1/2019,NULL,NULL,NULL,0
2414,5/1/2017,11/5/2019,Dog,Golden Retriever,6 years old,819.28,NULL,1491.78,672.5,23,4/1/2019,1,NULL,819.28,819.28
2414,5/1/2017,11/5/2019,Dog,Golden Retriever,6 years old,672.5,819.28,1491.78,0,26,7/1/2019,3,4,1491.78,-146.78
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,187.88,187.88,4,10/1/2016,NULL,NULL,NULL,0
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,187.88,NULL,3213.3,3025.42,6,12/1/2016,2,NULL,187.88,187.88
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,3025.42,187.88,3359.23,145.93,7,1/1/2017,1,3,3213.3,2837.54
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,145.93,3025.42,5551.98,2192.75,27,9/1/2018,20,21,3359.23,-2879.49
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,2192.75,145.93,7043.86,1491.88,36,6/1/2019,9,29,5551.98,2046.82
242,6/1/2016,,Cat,Mixed Breed,8 weeks to 12 months old,1491.88,2192.75,7043.86,0,37,7/1/2019,1,10,7043.86,-700.87
2424,3/1/2014,,Cat,Mixed Breed,1 year old,NULL,NULL,303.4,303.4,52,7/1/2018,NULL,NULL,NULL,0
2424,3/1/2014,,Cat,Mixed Breed,1 year old,303.4,NULL,396.64,93.24,53,8/1/2018,1,NULL,303.4,303.4
2424,3/1/2014,,Cat,Mixed Breed,1 year old,93.24,303.4,790.4,393.76,54,9/1/2018,1,2,396.64,-210.16
2424,3/1/2014,,Cat,Mixed Breed,1 year old,393.76,93.24,790.4,0,64,7/1/2019,10,11,790.4,300.52
2427,6/1/2017,,Cat,Mixed Breed,1 year old,NULL,NULL,1703.64,1703.64,2,8/1/2017,NULL,NULL,NULL,0
2427,6/1/2017,,Cat,Mixed Breed,1 year old,1703.64,NULL,2081.48,377.84,11,5/1/2018,9,NULL,1703.64,1703.64
2427,6/1/2017,,Cat,Mixed Breed,1 year old,377.84,1703.64,8363.68,6282.2,13,7/1/2018,2,11,2081.48,-1325.8
2427,6/1/2017,,Cat,Mixed Breed,1 year old,6282.2,377.84,10432.08,2068.4,14,8/1/2018,1,3,8363.68,5904.36
2427,6/1/2017,,Cat,Mixed Breed,1 year old,2068.4,6282.2,10432.08,0,25,7/1/2019,11,12,10432.08,-4213.8
2428,8/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,428.12,428.12,29,1/1/2019,NULL,NULL,NULL,0
2428,8/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,428.12,NULL,428.12,0,35,7/1/2019,6,NULL,428.12,428.12
2430,11/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,268.12,268.12,19,6/1/2015,NULL,NULL,NULL,0
2430,11/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,268.12,NULL,3389.52,3121.4,20,7/1/2015,1,NULL,268.12,268.12
2430,11/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,3121.4,268.12,3389.52,0,68,7/1/2019,48,49,3389.52,2853.28
2437,7/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,737.53,737.53,4,11/1/2012,NULL,NULL,NULL,0
2437,7/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,737.53,NULL,1295.85,558.32,77,12/1/2018,73,NULL,737.53,737.53
2437,7/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,558.32,737.53,1295.85,0,84,7/1/2019,7,80,1295.85,-179.21
2440,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,191.94,191.94,21,12/1/2016,NULL,NULL,NULL,0
2440,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,191.94,NULL,191.94,0,52,7/1/2019,31,NULL,191.94,191.94
2442,7/1/2014,7/19/2017,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,123.33,123.33,0,7/1/2014,NULL,NULL,NULL,0
245,8/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,29.36,29.36,5,1/1/2017,NULL,NULL,NULL,0
245,8/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,29.36,NULL,817.64,788.28,6,2/1/2017,1,NULL,29.36,29.36
245,8/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,788.28,29.36,817.64,0,35,7/1/2019,29,30,817.64,758.92
2450,2/1/2015,,Dog,Mixed Breed,1 year old,NULL,NULL,113.52,113.52,2,4/1/2015,NULL,NULL,NULL,0
2450,2/1/2015,,Dog,Mixed Breed,1 year old,113.52,NULL,422.03,308.51,7,9/1/2015,5,NULL,113.52,113.52
2450,2/1/2015,,Dog,Mixed Breed,1 year old,308.51,113.52,707.05,285.02,12,2/1/2016,5,10,422.03,194.99
2450,2/1/2015,,Dog,Mixed Breed,1 year old,285.02,308.51,707.05,0,53,7/1/2019,41,46,707.05,-23.49
2452,3/1/2013,8/8/2017,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,1971.04,1971.04,13,4/1/2014,NULL,NULL,NULL,0
2454,12/1/2014,,Cat,Mixed Breed,1 year old,NULL,NULL,340.66,340.66,7,7/1/2015,NULL,NULL,NULL,0
2454,12/1/2014,,Cat,Mixed Breed,1 year old,340.66,NULL,365.68,25.02,8,8/1/2015,1,NULL,340.66,340.66
2454,12/1/2014,,Cat,Mixed Breed,1 year old,25.02,340.66,437.78,72.1,20,8/1/2016,12,13,365.68,-315.64
2454,12/1/2014,,Cat,Mixed Breed,1 year old,72.1,25.02,509.66,71.88,42,6/1/2018,22,34,437.78,47.08
2454,12/1/2014,,Cat,Mixed Breed,1 year old,71.88,72.1,509.66,0,55,7/1/2019,13,35,509.66,-0.22
2457,3/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,22.94,22.94,2,5/1/2016,NULL,NULL,NULL,0
2457,3/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,22.94,NULL,167.35,144.41,3,6/1/2016,1,NULL,22.94,22.94
2457,3/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,144.41,22.94,633.11,465.76,4,7/1/2016,1,2,167.35,121.47
2457,3/1/2016,,Dog,Mixed Breed,8 weeks to 12 months old,465.76,144.41,633.11,0,40,7/1/2019,36,37,633.11,321.35
246,9/1/2014,9/14/2015,Cat,Mixed Breed,12 years old,NULL,NULL,7232.33,7232.33,6,3/1/2015,NULL,NULL,NULL,0
247,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,NULL,NULL,38.64,38.64,1,7/1/2017,NULL,NULL,NULL,0
247,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,38.64,NULL,443.69,405.05,10,4/1/2018,9,NULL,38.64,38.64
247,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,405.05,38.64,1986.65,1542.96,22,4/1/2019,12,21,443.69,366.41
247,6/1/2017,,Dog,Golden Retriever,8 weeks to 12 months old,1542.96,405.05,1986.65,0,25,7/1/2019,3,15,1986.65,1137.91
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,331.47,331.47,59,1/1/2015,NULL,NULL,NULL,0
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,331.47,NULL,1072.24,740.77,60,2/1/2015,1,NULL,331.47,331.47
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,740.77,331.47,1158.83,86.59,62,4/1/2015,2,3,1072.24,409.3
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,86.59,740.77,1454.04,295.21,66,8/1/2015,4,6,1158.83,-654.18
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,295.21,86.59,1669.57,215.53,67,9/1/2015,1,5,1454.04,208.62
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,215.53,295.21,1754.62,85.05,71,1/1/2016,4,5,1669.57,-79.68
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,85.05,215.53,2040.56,285.94,73,3/1/2016,2,6,1754.62,-130.48
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,285.94,85.05,5403.66,3363.1,78,8/1/2016,5,7,2040.56,200.89
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,3363.1,285.94,5870.09,466.43,81,11/1/2016,3,8,5403.66,3077.16
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,466.43,3363.1,6181.99,311.9,82,12/1/2016,1,4,5870.09,-2896.67
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,311.9,466.43,6193.49,11.5,85,3/1/2017,3,4,6181.99,-154.53
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,11.5,311.9,6437.29,243.8,88,6/1/2017,3,6,6193.49,-300.4
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,243.8,11.5,8914.17,2476.88,89,7/1/2017,1,4,6437.29,232.3
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,2476.88,243.8,11666.56,2752.39,90,8/1/2017,1,2,8914.17,2233.08
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,2752.39,2476.88,11783.74,117.18,95,1/1/2018,5,6,11666.56,275.51
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,117.18,2752.39,12339.9,556.16,96,2/1/2018,1,6,11783.74,-2635.21
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,556.16,117.18,14807.91,2468.01,101,7/1/2018,5,6,12339.9,438.98
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,2468.01,556.16,18187.68,3379.77,107,1/1/2019,6,11,14807.91,1911.85
2470,2/1/2010,,Dog,Mixed Breed,8 weeks to 12 months old,3379.77,2468.01,18187.68,0,113,7/1/2019,6,12,18187.68,911.76
2476,10/1/2010,7/11/2011,Dog,Chihuahua,8 weeks to 12 months old,NULL,NULL,364.55,364.55,6,4/1/2011,NULL,NULL,NULL,0
248,1/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,270.41,270.41,58,11/1/2018,NULL,NULL,NULL,0
248,1/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,270.41,NULL,9571.07,9300.66,59,12/1/2018,1,NULL,270.41,270.41
248,1/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,9300.66,270.41,9571.07,0,66,7/1/2019,7,8,9571.07,9030.25
2481,10/1/2015,5/11/2019,Dog,Mixed Breed,9 years old,NULL,NULL,1150.37,1150.37,7,5/1/2016,NULL,NULL,NULL,0
2481,10/1/2015,5/11/2019,Dog,Mixed Breed,9 years old,1150.37,NULL,1881.19,730.82,40,2/1/2019,33,NULL,1150.37,1150.37
2481,10/1/2015,5/11/2019,Dog,Mixed Breed,9 years old,730.82,1150.37,2119.24,238.05,41,3/1/2019,1,34,1881.19,-419.55
2481,10/1/2015,5/11/2019,Dog,Mixed Breed,9 years old,238.05,730.82,2262.99,143.75,42,4/1/2019,1,2,2119.24,-492.77
2481,10/1/2015,5/11/2019,Dog,Mixed Breed,9 years old,143.75,238.05,11858.21,9595.22,43,5/1/2019,1,2,2262.99,-94.3
2483,6/1/2010,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,203.32,203.32,41,11/1/2013,NULL,NULL,NULL,0
2483,6/1/2010,,Cat,Mixed Breed,8 weeks to 12 months old,203.32,NULL,203.32,0,109,7/1/2019,68,NULL,203.32,203.32
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,NULL,NULL,345.03,345.03,3,1/1/2013,NULL,NULL,NULL,0
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,345.03,NULL,511.78,166.75,19,5/1/2014,16,NULL,345.03,345.03
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,166.75,345.03,614.13,102.35,20,6/1/2014,1,17,511.78,-178.28
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,102.35,166.75,1298.95,684.82,31,5/1/2015,11,12,614.13,-64.4
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,684.82,102.35,1921.1,622.15,46,8/1/2016,15,26,1298.95,582.47
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,622.15,684.82,2228.15,307.05,53,3/1/2017,7,22,1921.1,-62.67
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,307.05,622.15,2304.62,76.47,59,9/1/2017,6,13,2228.15,-315.1
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,76.47,307.05,2311.52,6.9,66,4/1/2018,7,13,2304.62,-230.58
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,6.9,76.47,3186.67,875.15,77,3/1/2019,11,18,2311.52,-69.57
2490,10/1/2012,4/17/2019,Cat,Mixed Breed,2 years old,875.15,6.9,4960.53,1773.86,78,4/1/2019,1,12,3186.67,868.25
2496,1/1/2018,12/18/2018,Dog,French Bulldog,1 year old,NULL,NULL,1101.95,1101.95,1,2/1/2018,NULL,NULL,NULL,0
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,1550.83,1550.83,38,6/1/2018,NULL,NULL,NULL,0
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,1550.83,NULL,14228.29,12677.46,39,7/1/2018,1,NULL,1550.83,1550.83
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,12677.46,1550.83,17139.67,2911.38,40,8/1/2018,1,2,14228.29,11126.63
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,2911.38,12677.46,17353.73,214.06,41,9/1/2018,1,2,17139.67,-9766.08
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,214.06,2911.38,17705.1,351.37,42,10/1/2018,1,2,17353.73,-2697.32
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,351.37,214.06,17842.41,137.31,44,12/1/2018,2,3,17705.1,137.31
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,137.31,351.37,18159.43,317.02,45,1/1/2019,1,3,17842.41,-214.06
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,317.02,137.31,19633.2,1473.77,47,3/1/2019,2,3,18159.43,179.71
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,1473.77,317.02,19752.17,118.97,49,5/1/2019,2,4,19633.2,1156.75
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,118.97,1473.77,19850.77,98.6,50,6/1/2019,1,3,19752.17,-1354.8
25,4/1/2015,,Cat,Mixed Breed,8 weeks to 12 months old,98.6,118.97,19850.77,0,51,7/1/2019,1,2,19850.77,-20.37
2505,7/1/2013,5/26/2014,Dog,Chihuahua,13 years old,NULL,NULL,383.84,383.84,6,1/1/2014,NULL,NULL,NULL,0
2508,7/1/2015,6/24/2016,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,657.46,657.46,7,2/1/2016,NULL,NULL,NULL,0
2509,3/1/2012,4/18/2013,Dog,Mixed Breed,6 years old,NULL,NULL,90,90,12,3/1/2013,NULL,NULL,NULL,0
251,8/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,115,115,6,2/1/2016,NULL,NULL,NULL,0
251,8/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,115,NULL,115,0,47,7/1/2019,41,NULL,115,115
2514,9/1/2013,2/14/2014,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,60.72,60.72,3,12/1/2013,NULL,NULL,NULL,0
2518,8/1/2013,2/12/2014,Dog,Mixed Breed,10 years old,NULL,NULL,504.92,504.92,2,10/1/2013,NULL,NULL,NULL,0
2518,8/1/2013,2/12/2014,Dog,Mixed Breed,10 years old,504.92,NULL,1527.11,1022.19,4,12/1/2013,2,NULL,504.92,504.92
2518,8/1/2013,2/12/2014,Dog,Mixed Breed,10 years old,1022.19,504.92,1793.8,266.69,5,1/1/2014,1,3,1527.11,517.27
2519,10/1/2013,,Dog,French Bulldog,1 year old,NULL,NULL,36.35,36.35,6,4/1/2014,NULL,NULL,NULL,0
2519,10/1/2013,,Dog,French Bulldog,1 year old,36.35,NULL,381.67,345.32,7,5/1/2014,1,NULL,36.35,36.35
2519,10/1/2013,,Dog,French Bulldog,1 year old,345.32,36.35,4238.53,3856.86,30,4/1/2016,23,24,381.67,308.97
2519,10/1/2013,,Dog,French Bulldog,1 year old,3856.86,345.32,4266.77,28.24,31,5/1/2016,1,24,4238.53,3511.54
2519,10/1/2013,,Dog,French Bulldog,1 year old,28.24,3856.86,4705.38,438.61,43,5/1/2017,12,13,4266.77,-3828.62
2519,10/1/2013,,Dog,French Bulldog,1 year old,438.61,28.24,4958.99,253.61,50,12/1/2017,7,19,4705.38,410.37
2519,10/1/2013,,Dog,French Bulldog,1 year old,253.61,438.61,4958.99,0,69,7/1/2019,19,26,4958.99,-185
2522,2/1/2015,8/30/2017,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,364.72,364.72,11,1/1/2016,NULL,NULL,NULL,0
2522,2/1/2015,8/30/2017,Dog,Mixed Breed,8 weeks to 12 months old,364.72,NULL,426.1,61.38,12,2/1/2016,1,NULL,364.72,364.72
2533,8/1/2016,,Cat,Mixed Breed,3 years old,NULL,NULL,2459.47,2459.47,24,8/1/2018,NULL,NULL,NULL,0
2533,8/1/2016,,Cat,Mixed Breed,3 years old,2459.47,NULL,2459.47,0,35,7/1/2019,11,NULL,2459.47,2459.47
254,12/1/2016,10/18/2017,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,1564.01,1564.01,7,7/1/2017,NULL,NULL,NULL,0
254,12/1/2016,10/18/2017,Cat,Mixed Breed,8 weeks to 12 months old,1564.01,NULL,6309.3,4745.29,8,8/1/2017,1,NULL,1564.01,1564.01
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,NULL,NULL,1875.43,1875.43,18,2/1/2017,NULL,NULL,NULL,0
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,1875.43,NULL,2042.87,167.44,19,3/1/2017,1,NULL,1875.43,1875.43
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,167.44,1875.43,2272.07,229.2,23,7/1/2017,4,5,2042.87,-1707.99
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,229.2,167.44,2604.88,332.81,24,8/1/2017,1,5,2272.07,61.76
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,332.81,229.2,7901.94,5297.06,45,5/1/2019,21,22,2604.88,103.61
2540,8/1/2015,6/4/2019,Dog,Golden Retriever,5 years old,5297.06,332.81,8273.8,371.86,46,6/1/2019,1,22,7901.94,4964.25
2544,10/1/2015,,Dog,Mixed Breed,1 year old,NULL,NULL,1822.83,1822.83,7,5/1/2016,NULL,NULL,NULL,0
2544,10/1/2015,,Dog,Mixed Breed,1 year old,1822.83,NULL,1822.83,0,45,7/1/2019,38,NULL,1822.83,1822.83
2545,5/1/2010,11/29/2011,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,233.15,233.15,5,10/1/2010,NULL,NULL,NULL,0
2548,12/1/2015,,Dog,Chihuahua,5 years old,NULL,NULL,274.88,274.88,19,7/1/2017,NULL,NULL,NULL,0
2548,12/1/2015,,Dog,Chihuahua,5 years old,274.88,NULL,410.03,135.15,26,2/1/2018,7,NULL,274.88,274.88
2548,12/1/2015,,Dog,Chihuahua,5 years old,135.15,274.88,410.03,0,43,7/1/2019,17,24,410.03,-139.73
2549,6/1/2015,9/4/2017,Dog,Chihuahua,8 years old,NULL,NULL,686.15,686.15,25,7/1/2017,NULL,NULL,NULL,0
255,7/1/2010,8/29/2015,Cat,Mixed Breed,7 years old,NULL,NULL,101.02,101.02,5,12/1/2010,NULL,NULL,NULL,0
255,7/1/2010,8/29/2015,Cat,Mixed Breed,7 years old,101.02,NULL,2291.91,2190.89,16,11/1/2011,11,NULL,101.02,101.02
255,7/1/2010,8/29/2015,Cat,Mixed Breed,7 years old,2190.89,101.02,3280.82,988.91,19,2/1/2012,3,14,2291.91,2089.87
255,7/1/2010,8/29/2015,Cat,Mixed Breed,7 years old,988.91,2190.89,3487.97,207.15,38,9/1/2013,19,22,3280.82,-1201.98
255,7/1/2010,8/29/2015,Cat,Mixed Breed,7 years old,207.15,988.91,3575.37,87.4,40,11/1/2013,2,21,3487.97,-781.76
2552,10/1/2012,,Dog,Mixed Breed,1 year old,NULL,NULL,103.5,103.5,13,11/1/2013,NULL,NULL,NULL,0
2552,10/1/2012,,Dog,Mixed Breed,1 year old,103.5,NULL,224.25,120.75,20,6/1/2014,7,NULL,103.5,103.5
2552,10/1/2012,,Dog,Mixed Breed,1 year old,120.75,103.5,266.22,41.97,27,1/1/2015,7,14,224.25,17.25
2552,10/1/2012,,Dog,Mixed Breed,1 year old,41.97,120.75,385.82,119.6,30,4/1/2015,3,10,266.22,-78.78
2552,10/1/2012,,Dog,Mixed Breed,1 year old,119.6,41.97,477.57,91.75,32,6/1/2015,2,5,385.82,77.63
2552,10/1/2012,,Dog,Mixed Breed,1 year old,91.75,119.6,507.47,29.9,33,7/1/2015,1,3,477.57,-27.85
2552,10/1/2012,,Dog,Mixed Breed,1 year old,29.9,91.75,1302.69,795.22,35,9/1/2015,2,3,507.47,-61.85
2552,10/1/2012,,Dog,Mixed Breed,1 year old,795.22,29.9,1603.67,300.98,47,9/1/2016,12,14,1302.69,765.32
2552,10/1/2012,,Dog,Mixed Breed,1 year old,300.98,795.22,1946.73,343.06,51,1/1/2017,4,16,1603.67,-494.24
2552,10/1/2012,,Dog,Mixed Breed,1 year old,343.06,300.98,2306.14,359.41,61,11/1/2017,10,14,1946.73,42.08
2552,10/1/2012,,Dog,Mixed Breed,1 year old,359.41,343.06,2335.58,29.44,62,12/1/2017,1,11,2306.14,16.35
2552,10/1/2012,,Dog,Mixed Breed,1 year old,29.44,359.41,2335.58,0,81,7/1/2019,19,20,2335.58,-329.97
2557,12/1/2015,,Dog,French Bulldog,8 weeks to 12 months old,NULL,NULL,520.03,520.03,12,12/1/2016,NULL,NULL,NULL,0
2557,12/1/2015,,Dog,French Bulldog,8 weeks to 12 months old,520.03,NULL,718.29,198.26,16,4/1/2017,4,NULL,520.03,520.03
2557,12/1/2015,,Dog,French Bulldog,8 weeks to 12 months old,198.26,520.03,1870.38,1152.09,24,12/1/2017,8,12,718.29,-321.77
2557,12/1/2015,,Dog,French Bulldog,8 weeks to 12 months old,1152.09,198.26,1870.38,0,43,7/1/2019,19,27,1870.38,953.83
2560,3/1/2015,,Dog,Mixed Breed,2 years old,NULL,NULL,1421.49,1421.49,29,8/1/2017,NULL,NULL,NULL,0
2560,3/1/2015,,Dog,Mixed Breed,2 years old,1421.49,NULL,1421.49,0,52,7/1/2019,23,NULL,1421.49,1421.49
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,48.76,48.76,1,10/1/2014,NULL,NULL,NULL,0
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,48.76,NULL,1884.36,1835.6,2,11/1/2014,1,NULL,48.76,48.76
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,1835.6,48.76,2258.71,374.35,3,12/1/2014,1,2,1884.36,1786.84
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,374.35,1835.6,2788.66,529.95,7,4/1/2015,4,5,2258.71,-1461.25
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,529.95,374.35,2828.32,39.66,9,6/1/2015,2,6,2788.66,155.6
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,39.66,529.95,2896.89,68.57,11,8/1/2015,2,4,2828.32,-490.29
2561,9/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,68.57,39.66,2896.89,0,58,7/1/2019,47,49,2896.89,28.91
2563,11/1/2015,,Dog,Mixed Breed,3 years old,NULL,NULL,1866.82,1866.82,7,6/1/2016,NULL,NULL,NULL,0
2563,11/1/2015,,Dog,Mixed Breed,3 years old,1866.82,NULL,2803.64,936.82,8,7/1/2016,1,NULL,1866.82,1866.82
2563,11/1/2015,,Dog,Mixed Breed,3 years old,936.82,1866.82,2803.64,0,44,7/1/2019,36,37,2803.64,-930
2566,2/1/2014,7/30/2014,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,2881.38,2881.38,2,4/1/2014,NULL,NULL,NULL,0
2567,10/1/2014,2/10/2016,Dog,Mixed Breed,2 years old,NULL,NULL,124.66,124.66,6,4/1/2015,NULL,NULL,NULL,0
2569,8/1/2015,8/6/2019,Dog,French Bulldog,8 weeks to 12 months old,NULL,NULL,151.97,151.97,4,12/1/2015,NULL,NULL,NULL,0
2569,8/1/2015,8/6/2019,Dog,French Bulldog,8 weeks to 12 months old,151.97,NULL,277.34,125.37,10,6/1/2016,6,NULL,151.97,151.97
2569,8/1/2015,8/6/2019,Dog,French Bulldog,8 weeks to 12 months old,125.37,151.97,481.9,204.56,24,8/1/2017,14,20,277.34,-26.6
2569,8/1/2015,8/6/2019,Dog,French Bulldog,8 weeks to 12 months old,204.56,125.37,481.9,0,47,7/1/2019,23,37,481.9,79.19
2570,3/1/2018,5/31/2019,Dog,French Bulldog,8 weeks to 12 months old,NULL,NULL,5200.85,5200.85,4,7/1/2018,NULL,NULL,NULL,0
2570,3/1/2018,5/31/2019,Dog,French Bulldog,8 weeks to 12 months old,5200.85,NULL,6340.75,1139.9,5,8/1/2018,1,NULL,5200.85,5200.85
2570,3/1/2018,5/31/2019,Dog,French Bulldog,8 weeks to 12 months old,1139.9,5200.85,6511.57,170.82,6,9/1/2018,1,2,6340.75,-4060.95
2571,4/1/2015,12/3/2015,Cat,Mixed Breed,2 years old,NULL,NULL,737.27,737.27,1,5/1/2015,NULL,NULL,NULL,0
2571,4/1/2015,12/3/2015,Cat,Mixed Breed,2 years old,737.27,NULL,853.42,116.15,2,6/1/2015,1,NULL,737.27,737.27
2575,5/1/2013,11/16/2013,Dog,Mixed Breed,5 years old,NULL,NULL,9181.15,9181.15,5,10/1/2013,NULL,NULL,NULL,0
2577,11/1/2013,,Dog,Mixed Breed,1 year old,NULL,NULL,72.31,72.31,27,2/1/2016,NULL,NULL,NULL,0
